angle_class,FeatureIds
4,10
4,5
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
4,7
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,8
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
4,10
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
4,10
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,16
4,16
0,19
0,19
0,19
0,19
4,10
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,5
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
4,7
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
4,10
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,16
4,16
0,19
0,19
0,19
0,19
4,10
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
4,16
4,16
0,19
0,19
0,19
0,19
4,10
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,10
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
4,16
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,16
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
0,19
0,19
4,10
4,10
0,19
0,19
0,19
0,19
0,19
